"LGM.AX",N/A,0.002
"LGO.AX",9.71M,0.008
"LGR.AX",9.25M,0.13
"LHB.AX",115.69M,0.14
"LHC.AX",61.93M,1.46
"LHM.AX",32.15M,0.06
"LIC.AX",315.24M,3.04
"LIN.AX",2.91M,0.002
"LIO.AX",4.33M,0.045
"LIT.AX",51.79M,0.28
"LKE.AX",383504.03,0.004
"LKO.AX",11.66M,0.001
"LLC.AX",7.36B,13.33
"LLO.AX",42.12M,0.70
"LMG.AX",18.26M,0.017
"LML.AX",11.18M,0.043
"LMW.AX",15.31M,0.555
"LNG.AX",271.74M,0.54
"LNK.AX",2.58B,8.34
"LNR.AX",90.26M,6.00
"LNU.AX",N/A,0.081
"LNY.AX",10.02M,0.004
"LOM.AX",100.12M,0.375
"LOV.AX",213.51M,2.05
"LPE.AX",52.55M,0.041
"LPI.AX",N/A,N/A
"LRL.AX",N/A,0.012
"LRS.AX",14.80M,0.015
"LSA.AX",N/A,0.024
"LSN.AX",1.83M,0.043
"LSR.AX",5.63M,0.016
"LSX.AX",27.26M,0.255
"LTN.AX",97.15M,0.11
"LTR.AX",15.75M,0.027
"LTX.AX",8.00M,0.059
"LVH.AX",N/A,N/A
"LVT.AX",86.75M,0.23
"LWP.AX",11.75M,0.003
"LYC.AX",251.17M,0.072
"LYL.AX",61.98M,1.56
"M7T.AX",N/A,0.055
"MA1.AX",N/A,0.97
"MAD.AX",31.07M,0.057
"MAH.AX",123.71M,0.099
"MAI.AX",54.82M,0.65
"MAQ.AX",249.72M,11.91
"MAR.AX",5.66M,0.005
"MAS.AX",6.34M,0.009
"MAT.AX",21.62M,0.15
"MAU.AX",4.90M,0.05
"MAX.AX",N/A,6.20
"MBC.AX",8.00M,0.05
"MBE.AX",140.64M,0.355
"MBJ.AX",N/A,N/A
"MBK.AX",2.91M,0.008
"MBL.AX",N/A,N/A
"MBN.AX",N/A,0.083
"MBO.AX",8.82M,0.018
"MBT.AX",1.35M,0.033
"MCE.AX",35.16M,0.375
"MCH.AX",N/A,0.235
"MCP.AX",91.81M,0.94
"MCR.AX",50.90M,0.27
"MCS.AX",16.40M,0.058
"MCT.AX",24.63M,0.067
"MCX.AX",989135.94,0.072
"MDC.AX",43.43M,0.27
"MDD.AX",917462.00,0.026
"MDG.AX",8.22M,0.082
"MDI.AX",11.04M,0.044
"MDL.AX",25.92M,0.25
"MDR.AX",24.04M,0.035
"MDV.AX",N/A,0.003
"MDX.AX",3.41M,0.007
"MDZ.AX",N/A,N/A
"MEA.AX",140.86M,1.05
"MEB.AX",21.12M,0.215
"MED.AX",8.81M,0.02
"MEI.AX",2.11M,0.011
"MEL.AX",25.22M,0.057
"MEO.AX",14.26M,0.019
"MEP.AX",14.18M,0.07
"MEQ.AX",N/A,N/A
"MEU.AX",6.45M,0.017
"MEY.AX",2.99M,0.19
"MEZ.AX",6.54B,2.55
